SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,Tempo,TimeSignature,Title,Year,SongHotness
7563,SOMULQW12A6D4F6371,312504,Broken Radio,ARE0OLY1187B9AD19F,Jesse Malin,219.19302,4,129.953,4,Broken Radio,2007,0.0
7564,SOYMDFH12A8C13CEEF,217177,20 Suosikkia / Laula kanssain,ARPTC441187FB3AEBF,Fredi,181.36771,2,166.555,4,Tule illoin,0,
7565,SOZKQWY12A6D4FA5E6,270088,Live At The Playboy Jazz Festival,AR02IU11187FB513F2,Tito Puente,356.41424,8,135.374,4,Flight To Jordan,1998,
7566,SOFIBPT12A6D4F65E1,479746,Lost And Found,AR6CLFP1187B9ACB94,Daniel Johnston,130.55955,4,133.142,4,Rock Around The Christmas Tree,2006,0.460484845
7567,SOMLGKF12AB017DF3C,404997,Pablo Honey (Collector's Edition),ARH6W4X1187B99274F,Radiohead,188.31628,7,115.906,4,Vegetable (Live),1993,0.587426507
7568,SOWUARL12AC468AC3C,598158,Rotterdam EP,ARZVZRN1241B9C4B14,Mister Ries,191.7122,8,150.009,4,So It Goes,0,
7569,SOCQFBK12A6D4F86DB,35930,The Ultimate Collection,ARUTS6Y1187FB5BDAB,Twila Paris,207.41179,11,88.618,4,Come Emmanuel (House Of Worship Album Version),0,0.0
7570,SOAMLOF12A6D4F8AE4,28665,Airport - The Motors Greatest Hits,AROW3XO1187B989E72,The Motors,161.64526,4,154.167,4,Love Round The Corner,0,0.262308997
7571,SOJQLDK12AC468E6C5,43200,With Fontenella Bass,ARPU5CQ1187FB4469F,Art Ensemble Of Chicago,164.77995,0,121.611,5,Horn Webb,0,
7572,SOVCXUP12AB017E0E6,451653,Monkey Business,ARJ84561187B993E3E,Ill Harmonics,267.88526,1,95.954,4,Contagious,0,0.212045405
7573,SOANMBZ12AAF3B5204,383862,Blues Blastin': The Modern Recordings Vol 2,ARRWDU31187B9B5656,Jimmy McCracklin,180.87138,10,147.633,4,Give My Heart A Break aka You Don't Seem To Understand,0,0.0
7574,SOVRPJN12A8C1399AE,204289,The Gang's All Here,ARD2NDU1187B99B615,Dropkick Murphys,158.64118,3,183.684,4,Amazing Grace (Album Version),1999,0.36597993
7575,SONUSLF12A6D4F7769,23385,Leona Naess,ARSQW3I1187B9ACD14,Leona Naess,292.88444,4,129.887,4,Star Signs,2003,0.685849656
7576,SOQYKUT12A8C143BC7,527029,This Will Be The Death Of Us,ARKCYJV1187FB392E9,Set Your Goals,185.86077,8,99.024,4,summer jam,2009,0.708407537
7577,SOAYQTC12AB0182A48,537210,Guitarscapes,AROMMO41187B99F8FF,Jeff Wahl,124.682,2,150.081,3,India,2003,0.212045405
7578,SOMRXYJ12AB0185687,370146,Invasion Metropolis,AREQFCA1187B991F36,Solitaire,260.70159,9,120.27,4,Blue Lights Flashing,0,0.0
7579,SOMRFYQ12A8C1325B2,191769,Just A Little Lovin,ARA3VJJ1187FB3F5A6,Shelby Lynne,167.07873,4,100.848,4,Pretend,2008,
7580,SOMVCFU12A8C141903,704749,Beatservice Jukebox - Best Of Beatservice Records,ARX0IEI1187FB4FF4B,Circular,429.29587,0,91.397,1,Calm,0,0.324058699
7581,SOXXEJT12A58A7D55E,144646,Incarceration,ARAALFJ11F4C83DD40,Bullethole,226.66404,1,168.009,5,Now I Know,0,0.0
7582,SOTKNLA12AB01826E7,623979,Live Lounge 4,ARX6TAQ11C8A415850,Lady GaGa,243.33016,3,86.499,4,Poker Face,2008,
7583,SOWMQNJ12A8AE471EE,280146,Ten Rounds,AR3AY3R1187FB52CF0,Tracy Byrd,227.57832,0,96.068,4,Just Let Me Be In Love,2007,0.66457865
7584,SOIPQBF12AB018C890,716926,Martini Breaks,ARUBDNK11F50C4F28B,Vrse Murphy,234.23955,6,99.106,4,Wrong Decision (Instrumental),0,
7585,SOWTTOG12A8C13ED7C,520987,The Dee Jays / Baby Talk - Best of,ARBIXZL12086C11573,The Dee Jays,123.16689,9,133.974,4,I'll Never Get Over You,0,
7586,SOUALWG12AB0188588,591030,IV,ARS94L01187B9AD297,Nerf Herder,147.43465,7,135.083,4,Golfshirt Pt. 2,0,
7588,SOKQHTW12A6D4F95B3,40248,Estados,ARDZJ6H1187FB387F2,Moraes Moreira,193.41016,2,193.99,4,Ares Populares/Asa Branca,0,
7590,SOEIGCK12A8C13B5D7,94285,Happy Music: The Best Of The Blackbyrds,ARISYDJ11F43A69EE1,Blackbyrds,325.92934,5,194.922,7,Do It_ Fluid,0,0.725725053
7591,SODSHVF12A8AE481D2,171757,Intoxication,ARTYXQC1187B9ACAB2,Shaggy,223.4771,9,99.994,4,Criteria,2007,0.450762242
7592,SOLLARE12A8C136DF8,508115,Hola,ARL3VGT1187FB40E8E,Los Fabulosos Cadillacs,192.07791,0,106.798,4,La Vida,1999,
7593,SOWKBWM12AB01857A4,804501,Demolition Men Present: Block Tested Hood Approved,ARJRRJZ11F50C47E95,Big Rich featuring Devo,204.43383,1,94.378,4,This Is How We Live: Northern Cali,0,
7595,SOWNDMV12AC9072EE7,601945,I Love Being Single,ARQDHPO1187B9A9F7C,Anthony Watson,248.29342,2,120.211,4,Missing You,0,
7596,SOQUEMR12A6D4FAD07,226013,So Cal Drunks,AR8YV0M1187B99F3E8,Mix Mob,237.45261,9,90.621,4,Who's 2 Blame,0,0.0
7597,SOTGRAB12A6D4FA555,599583,Toca Me,AR343TM1187B99DEFE,Flexy,241.97179,8,126.034,4,Toca Me (Album Version),0,
7598,SOFAKTP12A8C13D296,302144,Greatest Hits,ARLAEJO1187B98DB85,FU-Schnickens,313.80853,6,90.846,4,Visions (20/20),1994,0.503381236
7599,SOHKTJX12AB0185A8D,420159,George Phang: Power House Selector's Choice Vol. 2,ARIRD6J1187FB5A98C,Sugar Minott,206.78485,1,152.91,4,A True,1984,0.304169503
7600,SOYPEPK12A8C141727,174801,Birmingham Jubilee Singers Vol. 2 (1927-1930),ARJSGPI1241B9C8855,Birmingham Jubilee Singers,200.17587,1,90.942,1,Rollin' Down To Jordan,0,
7601,SOQLWTW12A8C13EA1F,308132,Christos Dantis Best,AROGWRA122988FEE45,Christos Dantis,128.83546,11,166.138,4,24.000 Baci,0,
7602,SOUXUTH12A58A79E1F,596444,Legend Of The World,AR31D7E1187FB3BC62,Valient Thorr,200.64608,1,91.858,4,Problem Solver,2006,
7603,SOZXJQK12AB018547A,559847,The Murderess Metal Road Show,AR8FMEN1187FB4A657,Lizzy Borden,234.91873,9,145.883,7,Psychopath,1985,
7604,SOQZBVF12A8C13813A,292257,All City (Clean),ARGFFF91187FB4FA62,Northern State,208.09098,6,129.352,5,Last Night,2004,0.43483809
7605,SOFUPPL12A8C143A06,312984,Flyin' High,ARMTE8E1187FB5ACC2,Johnny Copeland,305.6322,4,120.765,3,Circumstances,0,0.0
7606,SOFDVPO12A6D4F703C,22390,Classic Brenda Lee - The Universal Masters Collection,ARGKD4W1187B990E04,Brenda Lee,151.03955,7,107.073,3,Everybody Loves Me But You,1995,0.505487343
7607,SOGKJVN12A6D4F7C75,27683,Patience Dabany,AR3UJPY1187FB5017B,Patience Dabany,369.162,5,124.293,4,Abagui Alobi,1994,
7608,SOEKOOF12A8C145EBD,477587,Interior,AREMPZG1187B99D246,Marcio Faraco,293.43302,0,134.777,4,Sarapatel Humano,2002,0.215080319
7609,SOQATPT12AB0189A22,417678,Zoukolexion_ vol. 1,ARJQ8WU1187FB37FCD,Patrick Saint-Eloi,199.05261,9,106.633,3,Mo lanmou,0,
7611,SOZMQND12A58A7DBE1,301586,Sing Me Something Sentimental,AR223M11187B9ADDD6,Marty Robbins,181.41995,4,119.324,4,A Castle In The Sky,0,
7612,SOXMMST12AB017F420,16168,Gold,ARWC1WN1187FB516CE,Eric B. & Rakim,335.01995,10,219.94,7,Follow The Leader,1988,
7613,SOPQXKA12AB01861CA,350410,Jazz Impressions,AR1RHCO1187B9AF0BF,Vince Guaraldi,270.75873,5,74.255,1,Room At The Bottom,1964,0.375984302
7614,SOOIAPL12AB018C4FE,816192,Kingdom Of Ghosts,AR3OYPP1187B9952E3,Humanzi,242.99057,8,120.948,4,Amsterdamaged,0,
7615,SOTOMJM12A8C134AA2,290095,Pandora's Box (Display Box),AR12F2S1187FB56EEF,Aerosmith,255.65995,7,103.976,4,Milkcow Blues,1991,0.595478748
7616,SOCJJDX12A8C13E745,222209,Aswad vs. The Rhythm Riders,ARP39OU1187FB4D543,Aswad,258.42893,1,199.826,7,Rudeboy,0,
7617,SOOXNKG12A58A7C6BC,185925,A Reason To Live,ARYJ6RP1187B9B3827,Cindy Morgan,287.05914,0,92.411,4,Someone Believes In You - Album Version,0,0.253154155
7618,SOJIVAI12AC468E08E,598190,The X-Factor (Side B),ARTHEAP122BCFCD0B2,DJ X-Change,199.73179,10,160.045,4,Shawty Say,0,
7619,SOBYHQA12AB0185B69,511256,Devil's Night Out,AR2SMD91187B9B0582,Mighty Mighty Bosstones,147.46077,4,186.6,4,Do Somethin' Crazy,1989,
7621,SOSOPKK12A8C133DC9,90302,Situations,ARSYHZ21187B99F5F5,Tina Ann,251.76771,9,127.926,4,Rules of Attraction (Chris Cox),2003,
7622,SOCUCXZ12A8C130EAE,282890,Chet Atkins_ C.G.P.,AR3DYAD1187FB3964E,Chet Atkins,319.4771,4,96.031,4,Knucklebuster,0,
7623,SOUWLPU12A6D4F9814,47593,Saturation,ARXAFO11187B9AEBFE,Urge Overkill,243.17342,4,152.468,5,Crackbabies,1993,0.585979766
7624,SODZWZP12A8C13AEB6,211473,Go On,AR109IQ1187B98E487,JK,343.562,0,131.991,4,Go On,0,
7625,SODOKPG12A8C13B97F,93013,Purple Haze,ARMB95F1187B9B5B93,Cam'Ron,85.96853,6,110.064,4,I'm A Chicken Head (Skit),2004,0.529730607
7626,SOBHHUS12A58A78589,281448,To See You,ARDVZTE1187FB5A0A1,Harry Connick_ Jr.,364.64281,0,60.882,1,Once,0,0.392008771
7627,SOPIHNL12A8C13B28D,395941,Magnya Carta,AROLMXS1241B9C6915,An Cafe,210.75546,1,150.03,4,Pipopapo Telpathy,0,
7628,SOJAQGB12A58A7AA08,224754,Now,ARM4WGN1187FB3C746,Kyle Eastwood,207.20281,4,100.175,4,How Y' All Doin,2006,0.375984302
7629,SOYQDSU12AC4685BE6,685454,Normal Service Resumed,ARDK6QW1187B9B8D85,U.K. Subs,116.1922,4,103.971,1,Fear of Girls (Live in Croatia_ 1993),1993,
7630,SOBCLQQ12A67020342,6902,Hymns Of Worship,ARGNZOL1187FB5CE7C,Fernando Ortega,130.76853,6,55.619,1,Pass Me Not (LP Version),2003,0.0
7631,SOXIFNK12AB0186B11,603820,Mega 3,ARFCOGY1187FB454B4,The Winans,239.38567,3,113.799,4,Don't Be Deceived,0,
7632,SOLYHYM12AB017D549,631241,Crownsdown,ARNVM131187B990D2B,themselves,195.18649,6,116.915,4,Oversleeping,2009,0.545964693
7633,SOQTQWP12AB0185390,805475,Rafta Rafta,ARFELOH1187B991F95,Niraj Chag,109.92281,9,114.993,4,Eeshwar,0,0.375984302
7634,SOWJYOK12AC3DFB39F,603047,skate.,ARCDRLI1187FB54D58,ZTrip,302.602,10,119.948,4,Addison Faceplant,0,0.0
7635,SOXGBGK12A6701FC53,510064,Murphy's Law,ARSFK241187B9BA38E,Murphy Lee / Zee,268.90404,1,92.043,4,Murphy Lee,2003,0.0
7636,SOSUEIX12AB0185021,759417,T.I.M.E.,ARZ7IH41187FB3B8F5,Leaders Of The New School,263.88853,7,97.292,4,The End Is Near (LP Version),1993,0.0
7637,SONTBYE12AB0182855,551717,Esperanza,ARRI5MR1187FB47CAB,Esperanza Spalding / Leo Genovese,345.5473,5,171.99,7,Love In Time,2008,0.583051292
7638,SOMDOPM12AB0181990,633584,What's in the Bag?,AR2MD2P1187FB5B328,Marshall Crenshaw,244.76689,9,121.837,4,From Now Until Then,2003,0.334706549
7639,SOITAJG12A8C132B26,620613,Smooth Jazz: Sax At Midnight,ARTZMXB1187B990A55,Streetwize,292.64934,1,185.93,7,Little Things,0,0.386790177
7640,SOIVXLP12A8C139F26,250430,Every Shade of Blue,AR2C9UQ1187B98E69F,Roy Roberts,189.93587,5,114.512,4,Let's Wrap Up,1997,
7641,SOLDPNN12A6D4F7B46,47310,The Road To Hell And Back,AR3793X1187FB50CB3,Chris Rea,308.45342,2,168.932,1,Josephine,1985,
7642,SOTBODD12A8C13D628,216289,Prive,ARU3YYC1187FB43FEE,Luis Alberto Spinetta,251.03628,7,136.846,4,Alfil_ Ella No Cambia Nada,0,
7643,SOBYXQS12A8C13FAF6,701649,Harmonia Pt.II,ARPVRUC1187FB4F1DE,Pitch Black,366.39302,10,130.956,4,Harmonia,0,
7644,SOVSNJX12AB0189848,786709,Mr. Sad Clown,ARKL75U1187FB5B8B6,BoDeans,216.08444,9,147.944,4,Back Then,2010,0.355285536
7645,SOPAGGN12AC468D06E,687611,Best Of Dwarf Records,AR41O131187FB51448,DJ Isaac,599.24853,1,94.535,4,Hardcore From The Underland,0,
7646,SOQKQJU12A58A7D262,5312,Thank You,ARTAFV91187B9BA17C,Stone Temple Pilots,228.96281,7,134.982,4,Down (LP Version),2003,0.687393438
7647,SOXJHXF12A8AE48AC9,279922,No Looking Back,ARWSISA1187B9AAC01,Damita,249.80853,2,160.04,4,Pray (Album Version),0,
7648,SODKPFP12A67AE036D,66683,Secret Words & Little Treasures,ARMSL551187FB3F4B0,Dark Distant Spaces,274.02404,1,162.843,4,Remote Control,0,
7650,SOCBWVV12A8C13605F,253339,Live From The 9:30 Club,ARE9Y761187B98AEB6,Mint Condition,293.66812,5,97.748,4,Call Me,1999,0.586452119
7651,SOKDKKP12A8C136A48,291928,Dil Kya Kare,ARJ1AMB1187FB40661,Sukhwinder Singh;Jaspinder Narula,352.62649,11,99.015,4,Menu Lagan Lagi,0,
7652,SOPXJAC12AB01887F1,516244,Ultra-Lounge / Organs In Orbit  Volume Eleven,ARCVT0G1187B99238E,Shay Torrent,114.65098,7,130.14,1,Flying Fiddles (1996 Digital Remaster),0,0.451934553
7653,SOCWMZG12AAF3B2AE1,433336,Twinkle Love Songs_ Volume Two,ARCYQ1P1187FB3F3CA,The Twinkle Brothers,204.12036,7,130.519,4,I Won't Lie,0,
7654,SODGOWI12A6D4FAF1F,176393,Catch The Wind,AREXM411187FB560C4,We Five,259.63057,0,66.374,4,Milkcow Blues (Album Version),0,0.0
7655,SOOHLUK12A6D4FBB1D,128135,18 CANDLES: THE EARLY YEARS,AR10USD1187B99F3F1,Silverstein,214.04689,7,150.13,3,MY HERIONE (Acoustic Version),2006,0.592932119
7656,SOXHSRQ12A8C13C56F,160733,Helium,ARKO7AO1187FB5664B,Tin Hat Trio,44.59057,0,86.826,1,Scrap,2000,0.456949544
7658,SOBXDCF12A6701FAFC,13331,Lennie Tristano / The New Tristano,AR77B521187FB4CC70,Lennie Tristano,271.25506,0,200.876,4,Becoming (LP Version),1994,0.352232225
7659,SOVOFIU12AF72AD12F,84299,Teen Sensation,ARLD4VD1187FB39009,Fast Eddie,97.30567,7,181.743,4,Put On Your Rubbers,0,
7661,SOETCLM12A6D4F9B3B,64512,Wide Wide World,ARRR7RO1187B98A6EC,Erin O'Donnell,247.69261,9,96.127,4,You Were The One (Wide Wide World Album Version),0,
7662,SOAIEFA12AC9097225,737314,Welcome To Norway,AR93K7R1187B9AC92A,Black Debbath,265.7171,5,124.448,4,The Four Big Ones (Essential Authors And Works),2001,
7664,SOXBLDL12A8C13ADD4,264677,Rue du canal,ARNLY0W11C8A42C7E5,Serge Desaunay,127.76444,0,131.842,1,La polka des grenouilles,0,0.0
7665,SOGVEVK12AB018502B,759417,T.I.M.E.,ARZ7IH41187FB3B8F5,Leaders Of The New School,84.74077,11,101.87,4,Zearocks (LP Version),1993,0.0
7666,SOCSQIW12AB018CD18,722456,Los Mas Arrechos De La Costa Vol.1,ARRZNBD122C867517B,Los Cumbieros Del Sur,186.85342,4,159.533,4,El Gatito,0,
7667,SOLADTL12AB01815A7,353310,Heart On (with bonus tracks),ARHR5BC1187B9AC348,Eagles Of Death Metal,225.48853,1,144.398,4,As Nice As I Can Be,2009,0.489038209
7669,SOJPMDU12A8C133C68,282977,Oz Factor,ARW071B1187B9A603C,Unwritten Law,216.81587,2,201.269,4,Superman,1996,
7670,SOAOQQE12AB018C71A,671572,Canti di Natale,ARSENJW1187B9B053E,Bimbo Band,85.08036,2,85.01,1,Oh ! Tannenbaum,0,
7671,SONAFPO12AB018F219,678501,Jug Band Songs Of The Southern Mountains (Digitally Remastered),ART094K1187B9A08D0,The Even Dozen Jug Band,175.96036,7,132.582,4,The Original Colossal Drag Rag,0,
7672,SOMAGRE12A6D4F8C60,39780,Superman Returns Music From The Motion Picture [Digital Version],ARY5TFK1187B9BA2BD,John Ottman,205.92281,2,61.587,4,The People You Care For,2006,0.623479902
7673,SODPUEZ12A8AE4648B,236680,Doo-Wop Classics Vol. 9 [Beltone Records],ARXGVSB11F4C842CF3,Opals,152.58077,0,131.641,4,Hop_ Skip & Jump,0,
7674,SOQBFIA12A8C13BAA2,94255,Live,ARC70XM1187FB4D5B0,Free,273.52771,9,129.042,4,Woman,0,
7675,SOXFPIX12AB018381E,413161,100m001,ARVCNOU1187FB4C6F0,Emit,197.56363,9,136.871,4,Gum,0,0.0
7676,SOFDEMJ12A8C13410C,600433,Lil' Band O Gold,AR07HWO1187B9A2189,Lil' Band O' Gold,150.49098,4,146.817,4,Shirley,2000,0.226695819
7677,SOALJHY12A8AE489F3,279463,Love_ Peace & Harmony The Best Of Bow Wow Wow,AR4R0741187FB39AF2,Bow Wow Wow,172.79955,1,126.501,1,Love_ Peace and Harmony,0,0.445454525
7678,SOZFAKK12A6D4F6927,78775,The Prize Winner of Defiance_ Ohio: Original Score from the Motion Picture,ARFZSPU1187B9B5BA9,John Frizzell,75.93751,1,147.692,1,Anatomy of a Contest,0,0.192977602
7679,SOVTZTF12A8C130A1A,192588,Alex Loves...,ARCEEC91187B9AC4FB,Alexander O'Neal,268.2771,0,160.033,4,Secret Lovers (Featuring Mica Paris),2008,0.48456253
7680,SOUEBEX12A8AE47BBC,278865,Dance Vault Mixes - Little Bird (1st Set of Mixes),ARW9FP41187B98C2A7,Annie Lennox,385.01832,4,125.03,4,Little Bird,1992,
7681,SOWCBBV12AB0182F0D,491003,"A Lot to Fear & ""Plant a Tree or Die",ARMAEYS1187B990F2F,Tree,157.12608,4,146.851,4,Proletariat,0,0.0
7683,SOHGHWJ12A6D4F801C,798792,Bring It On Rarities & Remixes,ARCDXI51187FB57A2E,Goose,395.85914,1,122.956,4,Bring It On,2006,0.645139841
7684,SOBCFLR12A58A7985F,22906,Songs For The Poor Man,ARXTUHV1187B99268F,Remmy Ongala,348.52526,0,94.72,7,Karola,2007,
7685,SOTDYKK12AB0184B0B,575230,Before the Frost... Until the Freeze,ARUKN9H1187B9B71C8,The Black Crowes,263.52281,4,178.299,4,Roll Old Jeremiah,2009,0.496175336
7687,SOPGCGI12A8C139547,157156,... And Music'S There ...,ARGWLJT12086C14A09,Shunza,315.61098,0,63.993,4,Yueh Kuang,0,
7688,SOWFVBM12AB0181C3B,535176,Street Scriptures,AROGHQQ1187B9890E3,Mil featuring Petey Pablo,227.49995,9,159.837,4,Problems,0,
7689,SOBRRKW12A8C13AE98,157785,Mazi Sou,ARIJ7MR1187B9B484E,Peggy Zina,214.93506,2,140.04,4,Tis Monaxias Ta Monopatia,0,
7690,SOAPMKZ12A58A764B7,249472,Truck Driver,ARD7TVE1187B99BFB1,Casual,187.45424,0,136.248,5,Turkey And Dressin,0,0.265861049
7692,SOEJVCS12A8AE483B7,235873,Lullaby Renditions of U2,ARLNMEP11C8A41519E,Rockabye Baby!,312.78975,8,100.043,3,Desire,0,0.386477291
7693,SOBJICW12A8C130EE8,242075,The Lucky Ones,ARGBR4I1187B99D073,Mudhoney,159.65995,0,145.179,1,New Meaning,2008,
7694,SOWBZMU12A8C13754C,170685,Western Movie Themes,ARFNXFR1187B98F6C1,Ned Nash Orchestra,174.78485,4,118.683,4,Hang 'm High,0,0.327736683
7695,SOXRBZT12AB0180256,447827,A Cabinet Of Curiosities,ARQOATR1187B9AE959,Jane's Addiction,273.00526,2,84.694,4,Ocean Size [Demo],0,0.38293509
7697,SOXVWRD12AB018145B,627847,SimAnimals,ARD1XMG1187FB41229,Winifred Phillips,80.61342,4,144.835,4,Misty Bog,2009,
7698,SOLURBR12AC9075364,601112,The Transactional Dharma of Roj,ARMRQFC1269FCD2C40,Roj,41.63873,1,156.062,4,Clear Channels,0,0.367273416
7699,SOIPOJA12A8C13EDB7,111988,Collection 2,ARA1UU51187FB5A70B,The Misfits,73.09016,3,93.703,4,We Bite,1982,0.652359289
7700,SOUCZVQ12A8C131FF0,284078,A Musical Massacre (Explicit),ARNQESK11F4C83FD6F,Beatnuts with Lil' Donny,78.65424,10,117.298,4,Spelling Beatnuts with Lil' Donny,0,
7701,SOBMEDP12AB017FBE5,502881,The Sunny Side Of Life,ARRJ3UC1187FB579D7,Wyclef Jean,208.29995,2,87.965,4,Guantanamera,1997,
7702,SODFKNA12CF5828911,289398,Laundry Service,AR6PJ8R1187FB5AD70,Shakira,224.522,7,179.486,4,Objection (Tango),2001,
7703,SONMFRY12AB018A9EC,583303,Hushabye Baby: Lullaby Renditions of Rascal Flatts,ARBMHBC11F4C8403A2,Hushabye Baby,210.85995,7,147.964,4,These Days,0,
7704,SOHVOBI12A5891E993,316435,Hope,AR557N41187FB3E67F,Swallow The Sun,509.49179,3,165.908,4,Doomed To Walk The Earth,2007,0.621291654
7705,SOJNARC12A8C131B70,284966,Rabbit Songs,ARC6UC81187B989062,Hem,71.05261,9,123.018,5,Polly's Dress,2000,0.532482708
7706,SOLAPIZ12A58A7E3DB,128997,Trouble In Mind,AR93RTI1187B98ECFB,Mance Lipscomb,151.7971,0,160.979,1,Ballad Of The Boll Weevil (Remastered Version) (Take 10),0,0.249065795
7707,SOVICTQ12A8C137F0D,292055,Running Backwards (Limited Edition / Fan Club Only),ARMSL551187FB3F4B0,K's Choice,182.67383,9,167.263,3,Tha Day,0,0.427446571
7708,SOBULMA12A6D4F8EA0,51894,Small Faces,AROCBZZ11E2835D652,Small Faces,129.90649,2,159.418,4,What'Cha Gonna Do About It,1965,
7709,SOZANDJ12A8C138EAD,420743,Infinite Love Songs,ARS0W831187B9AF0B7,Maximilian Hecker,228.80608,5,146.184,4,Polyester,2001,
7710,SOEEOMN12A6D4FA1F8,64207,Firewall,AR4B3RX1187B9A868A,Alexandre Desplat,177.03138,2,183.956,1,Breaking In,2005,
7711,SOSNMLH12A58A7C091,681034,Signal To Noise,ARF1LT21187B989EEB,White Willow,257.27955,2,112.767,4,The Dark Road,2006,0.372530039
7712,SOXPWPH12A6701E86E,13619,God Of Love,AR7Y6JX1187FB4D9B3,Bad Brains,163.18649,7,105.453,3,God Of Love (Album Version),1995,0.47643522
7713,SOQELNC12A8C13FE06,6589,Motograter,AR8M6LC1187B998D48,Motograter,226.92526,5,143.932,4,Red (Main Version),2003,0.77057886
7714,SOCYZTH12AF72A6CCF,373072,Nude With Boots,AROLDZG1187FB50AFB,Melvins,217.80853,2,113.386,4,Nude With Boots,2008,0.703966085
7715,SOUOCXE12AB0180DE8,633232,The Nature of Betrayal,ARVEXQ51187B9B8237,The Funeral Pyre,271.22893,10,227.302,4,Here The Sun Never Shines,2006,
7716,SOPKBPO12AB0184BC4,363022,Will You Dance With Me?,ARDOZIV11F4C83DD59,Maria Forde,325.79873,3,119.283,4,Waltzing Matilda My Darling,0,0.270775999
7717,SOJIPPT12A8C13F9FC,266908,Utopia Parkway,ARDBSFT1187B9AC9C1,Fountains Of Wayne,144.71791,9,115.686,4,Laser Show (LP Version),1999,0.519448581
7718,SOTUGEK12AB018BE28,759424,Bad Habits,ARSEC9Q1187B98912D,Colin James,280.11057,5,154.548,4,Better Days,1995,0.212045405
7719,SOSZSGF12A67AE21B1,734341,Of One Blood,ARK8OHG1187B99016A,Shadows Fall,325.17179,2,194.238,1,Crushing Belial,2000,0.559547242
7720,SOWVBNI12AB017E39C,615480,Lullaby Renditions of Johnny Cash,ARBMHBC11F4C8403A2,Hushabye Baby,171.88526,5,74.983,4,Cry_ Cry_ Cry,0,0.0
7721,SOLUAUU12AB018C0E2,810196,Tha Remixes Vol. 17,ARGBGC71187FB3DD0B,DJ Nasty,231.13098,6,86.664,1,Apologize,0,0.0
7722,SOVVRRU12A81C2435C,277276,The Fifth Ave,ARCRR5X1187FB3BD4A,Elva Hsiao,225.59302,5,122.9,4,Ni Shi Wo Xin Zhong Yi Ju Jing Tan,0,
7723,SOXMSDY12A8C142C7E,748233,Laid-Back Christmas Favourites,ARQ9BO41187FB5CF1F,John Davis,199.31383,9,88.991,3,Silver Bells,0,0.0
7724,SOUTQDI12A67AE11FD,70802,Blues From Chicago,ARTMM411187FB56FD0,Barry Goldberg,265.61261,7,96.17,3,Lost Love,0,
7725,SOFLEIR12A8C1392AF,209117,Proti Epafi,ARQSZLT124207825BA,Konstantinos Galanos,226.5073,4,75.532,5,An M'agapas,0,0.199906302
7726,SODSPJL12A8C130DAE,193042,Better Be Good,AR3752L1187FB4B67E,The Real Kids,263.75791,4,104.775,1,Just Like Darts,1977,
7727,SOMEPEB12A8C13E232,333098,CABU - From Paris With Jazz: Guitar,ARQC4R31187B9A0D88,Jean Ferret,172.61669,2,124.089,1,Les Deux Guitares,1991,0.323112121
7728,SOGTINJ12AC468DCF7,734412,Kolmekymppinen,ARTWWNA1187B9B3BD7,Frederik,179.87873,1,174.682,4,Kun rakastaa,0,
7729,SOYFZVP12A6D4F7EE4,24504,Dansez Avec Jo Privat,ARQC4R31187B9A0D88,Jo Privat,164.38812,2,196.446,1,Espoirs Perdus (Valse),0,
7730,SONXHGK12A8C141541,610705,Voice of the People 01: Come Let Us Buy The Licence,ARXZP9T1187FB4565D,Willie Clancy,221.72689,9,202.266,1,The Song of the Riddles,0,
7731,SOXJGDR12AAF3B2586,481245,I'm No Angel,AROMB601187B991317,Mae West,174.49751,7,81.882,4,Imaginary Love,2006,0.0
7732,SOISPBI12AB0187873,467695,My Soul Speaks,ARETCTY1187FB4C033,LORE,297.16853,3,125.984,4,Release,0,0.392008771
7733,SOBWXDJ12A58A7725D,42341,This Is Where You Belong,ARUYGJ31187B9A2FEA,The Summer Obsession,282.04363,0,79.935,4,Where You Belong,2006,0.582918458
7734,SOVDKIJ12AB017F4BA,547600,When Your Ready,ARYOBYD1241B9C87F8,Dabbler,314.61832,11,0.0,3,When Your Ready,0,
7735,SOCWHIM12A6D4FAAA7,227182,100 Racks,ARBUOMY1187B99F2EB,Messy Marv,199.26159,8,165.976,4,I hit You Wit The Pepper,0,
7736,SOAYRZU12A8C133EBD,145969,Lights On,ARZP2M21187FB59C63,Dons,200.51546,0,132.197,4,American Lovebite,2006,0.0
7737,SOQBXKB12AB018A727,672972,Sand And Water,ARU5CP31187FB44C3A,Beth Nielsen Chapman,220.05506,6,119.99,5,Fair Enough (LP Version),1997,
7738,SODYKTT12A58A7BB18,53561,We Three Kings,AR11NP91187B9901B4,The Roches,329.45587,2,135.011,4,We Three Kings,1990,0.542898743
7739,SOQYHDK12AB0186B01,554164,Blues With Bukka,ARNEL2O1187FB4421A,Bukka White,159.00689,6,96.002,1,Sleepy Man Blues,1940,
7740,SOCAEQY12AB0189EED,579609,Rambos Collection,ARWKLB91187B992270,The Rambos,226.2722,0,128.867,1,I Go to the Rock,0,
7741,SOUDFLE12A58A7A140,87560,Lennie Tristano - Note to Note,AR77B521187FB4CC70,Lennie Tristano,463.38567,8,119.092,4,It's Personal,0,
